frame	x [nm]	y [nm]	z [nm]	uncertainty_xy	uncertainty_z
1	0.639528591048962	0.06818714113778121	-0.8047036088266353	2.1	2.1
1	0.6243645833281832	0.05747836624506475	-0.8271462087204788	2.1	2.1
1	0.6092005756074044	0.04676959135234828	-0.8495888086143224	2.1	2.1
1	0.5940365678866256	0.036060816459631814	-0.872031408508166	2.1	2.1
1	0.5788725601658468	0.025352041566915347	-0.8944740084020095	2.1	2.1
1	0.5637085524450679	0.014643266674198872	-0.9169166082958531	2.1	2.1
1	0.5485445447242892	0.003934491781482412	-0.9393592081896965	2.1	2.1
1	0.5333805370035103	-0.006774283111234063	-0.9618018080835401	2.1	2.1
1	0.6338070134722175	0.09129873363571642	-0.8252882572390582	2.1	2.1
1	0.6186430057514387	0.08058995874299994	-0.8477308571329017	2.1	2.1
1	0.6034789980306599	0.06988118385028347	-0.8701734570267453	2.1	2.1
1	0.5883149903098811	0.05917240895756701	-0.8926160569205889	2.1	2.1
1	0.5731509825891022	0.04846363406485054	-0.9150586568144324	2.1	2.1
1	0.5579869748683234	0.037754859172134066	-0.937501256708276	2.1	2.1
1	0.5428229671475446	0.027046084279417605	-0.9599438566021194	2.1	2.1
1	0.6280854358954728	0.1144103261336516	-0.8458729056514811	2.1	2.1
1	0.6129214281746941	0.10370155124093514	-0.8683155055453247	2.1	2.1
1	0.5977574204539152	0.09299277634821868	-0.8907581054391682	2.1	2.1
1	0.5825934127331365	0.0822840014555022	-0.9132007053330118	2.1	2.1
1	0.5674294050123576	0.07157522656278573	-0.9356433052268553	2.1	2.1
1	0.5522653972915788	0.06086645167006926	-0.9580859051206989	2.1	2.1
1	0.6223638583187283	0.1375219186315868	-0.866457554063904	2.1	2.1
1	0.6071998505979496	0.12681314373887032	-0.8889001539577476	2.1	2.1
1	0.5920358428771707	0.11610436884615385	-0.9113427538515911	2.1	2.1
1	0.576871835156392	0.1053955939534374	-0.9337853537454347	2.1	2.1
1	0.5617078274356131	0.09468681906072092	-0.9562279536392783	2.1	2.1
1	0.6166422807419838	0.160633511129522	-0.8870422024763269	2.1	2.1
1	0.601478273021205	0.14992473623680552	-0.9094848023701705	2.1	2.1
1	0.5863142653004262	0.13921596134408906	-0.931927402264014	2.1	2.1
1	0.5711502575796474	0.1285071864513726	-0.9543700021578576	2.1	2.1
1	0.6109207031652393	0.18374510362745716	-0.9076268508887498	2.1	2.1
1	0.5957566954444605	0.1730363287347407	-0.9300694507825934	2.1	2.1
1	0.5805926877236817	0.16232755384202424	-0.952512050676437	2.1	2.1
1	0.6051991255884946	0.20685669612539237	-0.9282114993011727	2.1	2.1
1	0.5900351178677159	0.1961479212326759	-0.9506540991950163	2.1	2.1
1	0.5994775480117501	0.22996828862332758	-0.9487961477135956	2.1	2.1
1	0.6475633873917152	0.06930573831817914	-0.7893472777749022	2.1	2.1
1	0.6323993796709364	0.058596963425462674	-0.8117898776687458	2.1	2.1
1	0.6172353719501575	0.047888188532746206	-0.8342324775625893	2.1	2.1
1	0.6020713642293788	0.03717941364002974	-0.8566750774564329	2.1	2.1
1	0.5869073565085999	0.02647063874731327	-0.8791176773502765	2.1	2.1
1	0.5717433487878211	0.015761863854596797	-0.90156027724412	2.1	2.1
1	0.5565793410670423	0.0050530889618803365	-0.9240028771379635	2.1	2.1
1	0.5414153333462635	-0.005655685930836138	-0.946445477031807	2.1	2.1
1	0.6626326175724943	0.11156470887223602	-0.7782902883431485	2.1	2.1
1	0.6569110399957497	0.1346763013701712	-0.7988749367555714	2.1	2.1
1	0.6511894624190051	0.1577878938681064	-0.8194595851679943	2.1	2.1
1	0.6454678848422606	0.18089948636604158	-0.8400442335804172	2.1	2.1
1	0.6397463072655161	0.2040110788639768	-0.8606288819928402	2.1	2.1
1	0.6340247296887715	0.22712267136191197	-0.8812135304052631	2.1	2.1
1	0.6283031521120269	0.25023426385984715	-0.901798178817686	2.1	2.1
1	0.6729806326812561	0.13691349573096706	-0.7681622746521052	2.1	2.1
1	0.6672590551045116	0.16002508822890224	-0.7887469230645281	2.1	2.1
1	0.6615374775277669	0.18313668072683745	-0.809331571476951	2.1	2.1
1	0.6558158999510224	0.20624827322477263	-0.8299162198893739	2.1	2.1
1	0.6500943223742779	0.22935986572270783	-0.8505008683017968	2.1	2.1
1	0.6443727447975334	0.252471458220643	-0.8710855167142197	2.1	2.1
1	0.683328647790018	0.1622622825896981	-0.7580342609610619	2.1	2.1
1	0.6776070702132735	0.18537387508763328	-0.7786189093734848	2.1	2.1
1	0.6718854926365289	0.2084854675855685	-0.7992035577859077	2.1	2.1
1	0.6661639150597843	0.23159706008350367	-0.8197882061983306	2.1	2.1
1	0.6604423374830398	0.2547086525814389	-0.8403728546107535	2.1	2.1
1	0.6936766628987798	0.18761106944842915	-0.7479062472700185	2.1	2.1
1	0.6879550853220353	0.21072266194636433	-0.7684908956824414	2.1	2.1
1	0.6822335077452907	0.23383425444429953	-0.7890755440948644	2.1	2.1
1	0.6765119301685462	0.2569458469422347	-0.8096601925072873	2.1	2.1
1	0.7040246780075416	0.2129598563071602	-0.7377782335789752	2.1	2.1
1	0.6983031004307971	0.23607144880509537	-0.7583628819913981	2.1	2.1
1	0.6925815228540526	0.2591830413030306	-0.778947530403821	2.1	2.1
1	0.7143726931163036	0.23830864316589123	-0.7276502198879319	2.1	2.1
1	0.7086511155395591	0.26142023566382644	-0.7482348683003548	2.1	2.1
1	0.7247207082250654	0.2636574300246223	-0.7175222061968886	2.1	2.1
1	0.6402719829884048	0.04153768421348032	-0.7921912820415549	2.1	2.1
1	0.636037189290546	0.011350362862813716	-0.7877512768838167	2.1	2.1
1	0.6318023955926872	-0.018836958487852887	-0.7833112717260786	2.1	2.1
1	0.6275676018948284	-0.049024279838519494	-0.7788712665683405	2.1	2.1
1	0.6233328081969696	-0.07921160118918609	-0.7744312614106024	2.1	2.1
1	0.6190980144991107	-0.10939892253985271	-0.7699912562528642	2.1	2.1
1	0.6148632208012519	-0.1395862438905193	-0.7655512510951261	2.1	2.1
1	0.6106284271033932	-0.16977356524118592	-0.761111245937388	2.1	2.1
1	0.6251079752676261	0.030828909320763855	-0.8146338819353984	2.1	2.1
1	0.6208731815697672	0.0006415879700972515	-0.8101938767776603	2.1	2.1
1	0.6166383878719085	-0.02954573338056935	-0.8057538716199222	2.1	2.1
1	0.6124035941740497	-0.05973305473123596	-0.801313866462184	2.1	2.1
1	0.6081688004761908	-0.08992037608190256	-0.7968738613044459	2.1	2.1
1	0.603934006778332	-0.12010769743256919	-0.7924338561467078	2.1	2.1
1	0.5996992130804731	-0.15029501878323576	-0.7879938509889697	2.1	2.1
1	0.6099439675468472	0.020120134428047384	-0.837076481829242	2.1	2.1
1	0.6057091738489884	-0.01006718692261922	-0.8326364766715039	2.1	2.1
1	0.6014743801511296	-0.04025450827328582	-0.8281964715137657	2.1	2.1
1	0.5972395864532708	-0.07044182962395243	-0.8237564663560276	2.1	2.1
1	0.593004792755412	-0.10062915097461902	-0.8193164611982895	2.1	2.1
1	0.5887699990575531	-0.13081647232528565	-0.8148764560405514	2.1	2.1
1	0.5947799598260685	0.00941135953533092	-0.8595190817230856	2.1	2.1
1	0.5905451661282096	-0.020775961815335683	-0.8550790765653474	2.1	2.1
1	0.5863103724303509	-0.050963283166002286	-0.8506390714076093	2.1	2.1
1	0.582075578732492	-0.08115060451666889	-0.8461990662498712	2.1	2.1
1	0.5778407850346332	-0.11133792586733549	-0.841759061092133	2.1	2.1
1	0.5796159521052896	-0.001297415357385548	-0.8819616816169291	2.1	2.1
1	0.5753811584074308	-0.03148473670805215	-0.8775216764591909	2.1	2.1
1	0.571146364709572	-0.061672058058718754	-0.8730816713014529	2.1	2.1
1	0.5669115710117132	-0.09185937940938536	-0.8686416661437146	2.1	2.1
1	0.5644519443845107	-0.012006190250102022	-0.9044042815107727	2.1	2.1
1	0.5602171506866519	-0.042193511600768625	-0.8999642763530344	2.1	2.1
1	0.5559823569887932	-0.07238083295143523	-0.8955242711952964	2.1	2.1
1	0.549287936663732	-0.022714965142818483	-0.9268468814046161	2.1	2.1
1	0.5450531429658731	-0.052902286493485086	-0.922406876246878	2.1	2.1
1	0.5341239289429531	-0.03342374003553496	-0.9492894812984597	2.1	2.1
1	0.6549223033711742	0.04439390746419337	-0.7678839589443585	2.1	2.1
1	0.669058936415934	0.039397579072903	-0.7417119126438093	2.1	2.1
1	0.6831955694606937	0.03440125068161263	-0.7155398663432602	2.1	2.1
1	0.6973322025054536	0.02940492229032226	-0.689367820042711	2.1	2.1
1	0.7114688355502133	0.02440859389903189	-0.6631957737421619	2.1	2.1
1	0.7256054685949731	0.019412265507741513	-0.6370237274416127	2.1	2.1
1	0.739742101639733	0.01441593711645115	-0.6108516811410636	2.1	2.1
1	0.7538787346844927	0.00941960872516078	-0.5846796348405143	2.1	2.1
1	0.6506875096733153	0.014206586113526765	-0.7634439537866203	2.1	2.1
1	0.6648241427180751	0.009210257722236395	-0.7372719074860712	2.1	2.1
1	0.6789607757628349	0.004213929330946026	-0.711099861185522	2.1	2.1
1	0.6930974088075947	-0.0007823990603443437	-0.6849278148849729	2.1	2.1
1	0.7072340418523545	-0.005778727451634713	-0.6587557685844238	2.1	2.1
1	0.7213706748971143	-0.01077505584292509	-0.6325837222838746	2.1	2.1
1	0.7355073079418741	-0.015771384234215452	-0.6064116759833255	2.1	2.1
1	0.6464527159754566	-0.01598073523713984	-0.7590039486288822	2.1	2.1
1	0.6605893490202164	-0.020977063628430208	-0.7328319023283331	2.1	2.1
1	0.6747259820649761	-0.025973392019720577	-0.7066598560277839	2.1	2.1
1	0.688862615109736	-0.030969720411010947	-0.6804878097272348	2.1	2.1
1	0.7029992481544958	-0.035966048802301316	-0.6543157634266856	2.1	2.1
1	0.7171358811992555	-0.04096237719359169	-0.6281437171261365	2.1	2.1
1	0.6422179222775978	-0.04616805658780645	-0.7545639434711441	2.1	2.1
1	0.6563545553223575	-0.05116438497909682	-0.7283918971705949	2.1	2.1
1	0.6704911883671173	-0.05616071337038719	-0.7022198508700458	2.1	2.1
1	0.6846278214118772	-0.06115704176167756	-0.6760478045694966	2.1	2.1
1	0.6987644544566369	-0.06615337015296793	-0.6498757582689475	2.1	2.1
1	0.6379831285797389	-0.07635537793847305	-0.750123938313406	2.1	2.1
1	0.6521197616244987	-0.0813517063297634	-0.7239518920128568	2.1	2.1
1	0.6662563946692585	-0.08634803472105379	-0.6977798457123077	2.1	2.1
1	0.6803930277140183	-0.09134436311234415	-0.6716077994117585	2.1	2.1
1	0.6337483348818801	-0.10654269928913968	-0.7456839331556678	2.1	2.1
1	0.6478849679266399	-0.11153902768043003	-0.7195118868551187	2.1	2.1
1	0.6620216009713996	-0.11653535607172041	-0.6933398405545695	2.1	2.1
1	0.6295135411840213	-0.13673002063980624	-0.7412439279979297	2.1	2.1
1	0.643650174228781	-0.1417263490310966	-0.7150718816973806	2.1	2.1
1	0.6252787474861625	-0.16691734199047287	-0.7368039228401916	2.1	2.1
1	0.6622137077744845	0.07216196156889218	-0.7650399546777058	2.1	2.1
1	0.6725617228832464	0.09751074842762322	-0.7549119409866625	2.1	2.1
1	0.6829097379920083	0.12285953528635427	-0.7447839272956192	2.1	2.1
1	0.6932577531007702	0.1482083221450853	-0.7346559136045758	2.1	2.1
1	0.703605768209532	0.17355710900381635	-0.7245278999135325	2.1	2.1
1	0.7139537833182938	0.1989058958625474	-0.7143998862224892	2.1	2.1
1	0.7243017984270558	0.22425468272127844	-0.7042718725314459	2.1	2.1
1	0.7346498135358176	0.24960346958000945	-0.6941438588404025	2.1	2.1
1	0.6763503408192443	0.06716563317760182	-0.7388679083771567	2.1	2.1
1	0.6866983559280062	0.09251442003633287	-0.7287398946861133	2.1	2.1
1	0.697046371036768	0.11786320689506391	-0.71861188099507	2.1	2.1
1	0.70739438614553	0.14321199375379495	-0.7084838673040267	2.1	2.1
1	0.7177424012542918	0.168560780612526	-0.6983558536129834	2.1	2.1
1	0.7280904163630536	0.19390956747125704	-0.68822783992194	2.1	2.1
1	0.7384384314718155	0.21925835432998808	-0.6780998262308967	2.1	2.1
1	0.690486973864004	0.06216930478631145	-0.7126958620766075	2.1	2.1
