frame	x [nm]	y [nm]	z [nm]	uncertainty_xy	uncertainty_z
1	0.700834988972766	0.08751809164504248	-0.7025678483855642	2.1	2.1
1	0.7111830040815278	0.11286687850377353	-0.6924398346945209	2.1	2.1
1	0.7215310191902897	0.13821566536250457	-0.6823118210034775	2.1	2.1
1	0.7318790342990515	0.1635644522212356	-0.6721838073124342	2.1	2.1
1	0.7422270494078134	0.18891323907996665	-0.6620557936213909	2.1	2.1
1	0.7046236069087639	0.05717297639502108	-0.6865238157760584	2.1	2.1
1	0.7149716220175258	0.08252176325375213	-0.676395802085015	2.1	2.1
1	0.7253196371262877	0.10787055011248317	-0.6662677883939717	2.1	2.1
1	0.7356676522350496	0.13321933697121421	-0.6561397747029284	2.1	2.1
1	0.7460156673438114	0.15856812382994526	-0.6460117610118851	2.1	2.1
1	0.7187602399535237	0.05217664800373071	-0.6603517694755092	2.1	2.1
1	0.7291082550622856	0.07752543486246175	-0.6502237557844659	2.1	2.1
1	0.7394562701710474	0.10287422172119279	-0.6400957420934226	2.1	2.1
1	0.7498042852798094	0.12822300857992383	-0.6299677284023792	2.1	2.1
1	0.7328968729982834	0.04718031961244033	-0.6341797231749601	2.1	2.1
1	0.7432448881070454	0.07252910647117138	-0.6240517094839168	2.1	2.1
1	0.7535929032158072	0.09787789332990242	-0.6139236957928734	2.1	2.1
1	0.7470335060430433	0.04218399122114997	-0.6080076768744109	2.1	2.1
1	0.7573815211518052	0.067532778079881	-0.5978796631833676	2.1	2.1
1	0.7611701390878031	0.0371876628298596	-0.5818356305738617	2.1	2.1
1	0.7073104538131716	0.270616547385123	-0.4286350641585756	2.1	2.1
1	0.7148866481705262	0.24395627308411688	-0.4426602106568269	2.1	2.1
1	0.7224628425278807	0.2172959987831108	-0.45668535715507824	2.1	2.1
1	0.7300390368852353	0.1906357244821047	-0.4707105036533295	2.1	2.1
1	0.7376152312425899	0.1639754501810986	-0.4847356501515808	2.1	2.1
1	0.7451914255999444	0.1373151758800925	-0.49876079664983214	2.1	2.1
1	0.752767619957299	0.11065490157908643	-0.5127859431480835	2.1	2.1
1	0.7603438143146536	0.08399462727808034	-0.5268110896463347	2.1	2.1
1	0.7679200086720082	0.05733435297707424	-0.5408362361445861	2.1	2.1
1	0.711476892028128	0.27126687680913614	-0.4570998400053822	2.1	2.1
1	0.7190530863854826	0.24460660250813007	-0.4711249865036335	2.1	2.1
1	0.7266292807428372	0.21794632820712398	-0.4851501330018848	2.1	2.1
1	0.7342054751001917	0.1912860539061179	-0.49917527950013607	2.1	2.1
1	0.7417816694575463	0.1646257796051118	-0.5132004259983873	2.1	2.1
1	0.7493578638149009	0.1379655053041057	-0.5272255724966387	2.1	2.1
1	0.7569340581722555	0.11130523100309961	-0.54125071899489	2.1	2.1
1	0.76451025252961	0.08464495670209352	-0.5552758654931412	2.1	2.1
1	0.7156433302430845	0.2719172062331493	-0.4855646158521887	2.1	2.1
1	0.723219524600439	0.24525693193214326	-0.49958976235044006	2.1	2.1
1	0.7307957189577936	0.21859665763113717	-0.5136149088486913	2.1	2.1
1	0.7383719133151482	0.19193638333013108	-0.5276400553469426	2.1	2.1
1	0.7459481076725027	0.16527610902912498	-0.541665201845194	2.1	2.1
1	0.7535243020298573	0.1386158347281189	-0.5556903483434452	2.1	2.1
1	0.7611004963872119	0.11195556042711279	-0.5697154948416965	2.1	2.1
1	0.7198097684580409	0.2725675356571625	-0.5140293916989953	2.1	2.1
1	0.7273859628153955	0.24590726135615643	-0.5280545381972466	2.1	2.1
1	0.73496215717275	0.21924698705515033	-0.5420796846954978	2.1	2.1
1	0.7425383515301046	0.19258671275414424	-0.5561048311937491	2.1	2.1
1	0.7501145458874592	0.16592643845313815	-0.5701299776920005	2.1	2.1
1	0.7576907402448138	0.13926616415213205	-0.5841551241902518	2.1	2.1
1	0.7239762066729973	0.2732178650811757	-0.5424941675458018	2.1	2.1
1	0.7315524010303519	0.24655759078016962	-0.5565193140440532	2.1	2.1
1	0.7391285953877065	0.21989731647916352	-0.5705444605423045	2.1	2.1
1	0.746704789745061	0.19323704217815743	-0.5845696070405557	2.1	2.1
1	0.7542809841024156	0.16657676787715134	-0.598594753538807	2.1	2.1
1	0.7281426448879539	0.27386819450518884	-0.5709589433926083	2.1	2.1
1	0.7357188392453085	0.24720792020418278	-0.5849840898908597	2.1	2.1
1	0.743295033602663	0.2205476459031767	-0.599009236389111	2.1	2.1
1	0.7508712279600176	0.1938873716021706	-0.6130343828873622	2.1	2.1
1	0.7323090831029103	0.274518523929202	-0.599423719239415	2.1	2.1
1	0.7398852774602649	0.24785824962819597	-0.6134488657376662	2.1	2.1
1	0.7474614718176195	0.22119797532718988	-0.6274740122359175	2.1	2.1
1	0.7364755213178668	0.2751688533532152	-0.6278884950862215	2.1	2.1
1	0.7440517156752213	0.24850857905220913	-0.6419136415844727	2.1	2.1
1	0.7406419595328232	0.2758191827772284	-0.656353270933028	2.1	2.1
1	0.7086550723171893	0.2575504126499525	-0.4088564082200175	2.1	2.1
1	0.7155107475401812	0.23206847260362456	-0.3977638721897078	2.1	2.1
1	0.722366422763173	0.20658653255729667	-0.38667133615939814	2.1	2.1
1	0.7292220979861648	0.1811045925109688	-0.3755788001290884	2.1	2.1
1	0.7360777732091567	0.15562265246464088	-0.3644862640987787	2.1	2.1
1	0.7429334484321485	0.13014071241831301	-0.353393728068469	2.1	2.1
1	0.7497891236551403	0.10465877237198512	-0.34230119203815934	2.1	2.1
1	0.7566447988781322	0.07917683232565725	-0.33120865600784966	2.1	2.1
1	0.763500474101124	0.05369489227932936	-0.32011611997753997	2.1	2.1
1	0.7703561493241159	0.028212952233001465	-0.30902358394723023	2.1	2.1
1	0.7162312666745438	0.23089013834894637	-0.4228815547182688	2.1	2.1
1	0.7230869418975358	0.20540819830261847	-0.41178901868795914	2.1	2.1
1	0.7299426171205275	0.17992625825629058	-0.40069648265764946	2.1	2.1
1	0.7367982923435193	0.1544443182099627	-0.3896039466273397	2.1	2.1
1	0.7436539675665113	0.1289623781636348	-0.37851141059703003	2.1	2.1
1	0.750509642789503	0.10348043811730692	-0.36741887456672034	2.1	2.1
1	0.7573653180124948	0.07799849807097903	-0.35632633853641066	2.1	2.1
1	0.7642209932354868	0.05251655802465116	-0.345233802506101	2.1	2.1
1	0.7710766684584786	0.027034617978323267	-0.3341412664757913	2.1	2.1
1	0.7238074610318984	0.20422986404794027	-0.4369067012165201	2.1	2.1
1	0.7306631362548903	0.17874792400161238	-0.4258141651862104	2.1	2.1
1	0.7375188114778821	0.15326598395528448	-0.4147216291559007	2.1	2.1
1	0.7443744867008739	0.12778404390895662	-0.40362909312559103	2.1	2.1
1	0.7512301619238658	0.1023021038626287	-0.39253655709528135	2.1	2.1
1	0.7580858371468576	0.07682016381630083	-0.38144402106497166	2.1	2.1
1	0.7649415123698494	0.051338223769972935	-0.370351485034662	2.1	2.1
1	0.7717971875928413	0.025856283723645068	-0.3592589490043523	2.1	2.1
1	0.731383655389253	0.17756958974693418	-0.4509318477147714	2.1	2.1
1	0.7382393306122449	0.1520876497006063	-0.4398393116844617	2.1	2.1
1	0.7450950058352367	0.1266057096542784	-0.42874677565415203	2.1	2.1
1	0.7519506810582285	0.10112376960795053	-0.4176542396238423	2.1	2.1
1	0.7588063562812204	0.0756418295616226	-0.4065617035935326	2.1	2.1
1	0.7656620315042122	0.05015988951529474	-0.3954691675632229	2.1	2.1
1	0.772517706727204	0.024677949468966842	-0.38437663153291324	2.1	2.1
1	0.7389598497466076	0.1509093154459281	-0.4649569942130227	2.1	2.1
1	0.7458155249695995	0.1254273753996002	-0.45386445818271304	2.1	2.1
1	0.7526712001925913	0.0999454353532723	-0.44277192215240335	2.1	2.1
1	0.7595268754155831	0.07446349530694443	-0.4316793861220936	2.1	2.1
1	0.766382550638575	0.04898155526061651	-0.4205868500917839	2.1	2.1
1	0.7732382258615668	0.023499615214288644	-0.40949431406147424	2.1	2.1
1	0.7465360441039621	0.124249041144922	-0.478982140711274	2.1	2.1
1	0.753391719326954	0.0987671010985941	-0.4678896046809643	2.1	2.1
1	0.7602473945499458	0.0732851610522662	-0.4567970686506546	2.1	2.1
1	0.7671030697729376	0.04780322100593834	-0.44570453262034493	2.1	2.1
1	0.7739587449959295	0.022321280959610418	-0.43461199659003524	2.1	2.1
1	0.7541122384613167	0.0975887668439159	-0.4930072872095253	2.1	2.1
1	0.7609679136843086	0.07210682679758801	-0.4819147511792156	2.1	2.1
1	0.7678235889073004	0.046624886751260114	-0.47082221514890593	2.1	2.1
1	0.7746792641302922	0.021142946704932247	-0.4597296791185962	2.1	2.1
1	0.7616884328186713	0.07092849254290981	-0.5070324337077766	2.1	2.1
1	0.7685441080416632	0.045446552496581916	-0.49593989767746693	2.1	2.1
1	0.775399783264655	0.01996461245025402	-0.48484736164715725	2.1	2.1
1	0.7692646271760258	0.04426821824190372	-0.5210575802060279	2.1	2.1
1	0.7761203023990177	0.018786278195575823	-0.5099650441757182	2.1	2.1
1	0.7768408215333804	0.017607943940897652	-0.5350827267042791	2.1	2.1
1	0.7000712313005008	0.28389354158975094	-0.4083353299155157	2.1	2.1
1	0.7069269065234927	0.2584116015434231	-0.397242793885206	2.1	2.1
1	0.7137825817464845	0.23292966149709515	-0.3861502578548963	2.1	2.1
1	0.7206382569694763	0.2074477214507673	-0.3750577218245866	2.1	2.1
1	0.7274939321924682	0.18196578140443936	-0.3639651857942769	2.1	2.1
1	0.73434960741546	0.1564838413581115	-0.3528726497639672	2.1	2.1
1	0.7412052826384518	0.13100190131178363	-0.3417801137336575	2.1	2.1
1	0.7480609578614437	0.10551996126545575	-0.33068757770334783	2.1	2.1
1	0.7549166330844355	0.08003802121912786	-0.31959504167303815	2.1	2.1
1	0.7617723083074274	0.05455608117279996	-0.3085025056427284	2.1	2.1
1	0.6891351251204608	0.3229856599035124	-0.44109697574332146	2.1	2.1
1	0.6933015633354173	0.3236359893275256	-0.46956175159012803	2.1	2.1
1	0.6974680015503737	0.32428631875153874	-0.49802652743693454	2.1	2.1
1	0.7016344397653301	0.32493664817555196	-0.526491303283741	2.1	2.1
1	0.7058008779802866	0.3255869775995651	-0.5549560791305477	2.1	2.1
1	0.7099673161952431	0.3262373070235783	-0.5834208549773542	2.1	2.1
1	0.7141337544101996	0.32688763644759145	-0.6118856308241607	2.1	2.1
1	0.718300192625156	0.32753796587160466	-0.6403504066709673	2.1	2.1
1	0.6795436374444385	0.3490116434821033	-0.45407996563256914	2.1	2.1
1	0.6837100756593949	0.34966197290611645	-0.4825447414793757	2.1	2.1
1	0.6878765138743513	0.3503123023301296	-0.5110095173261822	2.1	2.1
1	0.6920429520893078	0.35096263175414283	-0.5394742931729888	2.1	2.1
1	0.6962093903042642	0.351612961178156	-0.5679390690197954	2.1	2.1
1	0.7003758285192208	0.35226329060216915	-0.5964038448666018	2.1	2.1
1	0.7045422667341772	0.3529136200261823	-0.6248686207134084	2.1	2.1
1	0.6699521497684161	0.3750376270606942	-0.4670629555218168	2.1	2.1
1	0.6741185879833725	0.3756879564847074	-0.4955277313686234	2.1	2.1
1	0.678285026198329	0.37633828590872054	-0.5239925072154299	2.1	2.1
1	0.6824514644132854	0.37698861533273376	-0.5524572830622364	2.1	2.1
1	0.6866179026282418	0.3776389447567469	-0.580922058909043	2.1	2.1
1	0.6907843408431984	0.3782892741807601	-0.6093868347558495	2.1	2.1
1	0.6603606620923939	0.4010636106392851	-0.4800459454110645	2.1	2.1
1	0.6645271003073503	0.40171394006329825	-0.508510721257871	2.1	2.1
1	0.6686935385223067	0.4023642694873114	-0.5369754971046775	2.1	2.1
1	0.6728599767372632	0.40301459891132463	-0.565440272951484	2.1	2.1
1	0.6770264149522196	0.4036649283353378	-0.5939050487982906	2.1	2.1
1	0.6507691744163715	0.427089594217876	-0.4930289353003121	2.1	2.1
1	0.6549356126313279	0.4277399236418892	-0.5214937111471187	2.1	2.1
1	0.6591020508462844	0.42839025306590234	-0.5499584869939252	2.1	2.1
1	0.6632684890612408	0.42904058248991556	-0.5784232628407318	2.1	2.1
1	0.6411776867403493	0.45311557779646694	-0.5060119251895598	2.1	2.1
1	0.6453441249553057	0.45376590722048005	-0.5344767010363664	2.1	2.1
1	0.6495105631702621	0.45441623664449327	-0.5629414768831729	2.1	2.1
1	0.6315861990643269	0.4791415613750578	-0.5189949150788075	2.1	2.1
1	0.6357526372792833	0.479791890799071	-0.547459690925614	2.1	2.1
1	0.6219947113883045	0.5051675449536487	-0.5319779049680551	2.1	2.1
1	0.7069501942459901	0.2712057145124621	-0.41607622289429513	2.1	2.1
1	0.7111166324609466	0.2718560439364753	-0.4445409987411017	2.1	2.1
1	0.715283070675903	0.27250637336048844	-0.4730057745879082	2.1	2.1
1	0.7194495088908595	0.27315670278450166	-0.5014705504347147	2.1	2.1
1	0.7236159471058159	0.2738070322085148	-0.5299353262815213	2.1	2.1
1	0.7277823853207724	0.274457361632528	-0.5584001021283278	2.1	2.1
1	0.7319488235357289	0.27510769105654115	-0.5868648779751343	2.1	2.1
1	0.7361152617506853	0.27575802048055437	-0.6153296538219409	2.1	2.1
1	0.7402816999656417	0.27640834990456753	-0.6437944296687474	2.1	2.1
1	0.7444481381805982	0.2770586793285807	-0.672259205515554	2.1	2.1
1	0.7128186640228467	0.24623238232647052	-0.37569649081948464	2.1	2.1
1	0.7150106913455322	0.24789992747115633	-0.3455868745772895	2.1	2.1
1	0.7172027186682178	0.24956747261584208	-0.3154772583350944	2.1	2.1
1	0.7193947459909035	0.2512350177605279	-0.2853676420928992	2.1	2.1
1	0.721586773313589	0.25290256290521373	-0.25525802585070406	2.1	2.1
1	0.7237788006362746	0.25457010804989944	-0.22514840960850896	2.1	2.1
1	0.7259708279589602	0.25623765319458525	-0.1950387933663138	2.1	2.1
1	0.7281628552816458	0.25790519833927106	-0.1649291771241187	2.1	2.1
1	0.7303548826043315	0.25957274348395687	-0.1348195608819236	2.1	2.1
1	0.7196743392458385	0.22075044228014262	-0.36460395478917496	2.1	2.1
1	0.721866366568524	0.22241798742482843	-0.3344943385469798	2.1	2.1
1	0.7240583938912096	0.2240855325695142	-0.3043847223047847	2.1	2.1
1	0.7262504212138953	0.2257530777142	-0.27427510606258954	2.1	2.1
1	0.7284424485365808	0.2274206228588858	-0.24416548982039435	2.1	2.1
1	0.7306344758592664	0.22908816800357157	-0.21405587357819925	2.1	2.1
1	0.732826503181952	0.23075571314825738	-0.18394625733600412	2.1	2.1
1	0.7350185305046376	0.2324232582929432	-0.15383664109380898	2.1	2.1
1	0.7265300144688303	0.19526850223381476	-0.3535114187588652	2.1	2.1
1	0.7287220417915158	0.19693604737850057	-0.32340180251667006	2.1	2.1
1	0.7309140691142014	0.19860359252318632	-0.29329218627447495	2.1	2.1
1	0.7331060964368871	0.20027113766787213	-0.2631825700322798	2.1	2.1
1	0.7352981237595726	0.20193868281255795	-0.23307295379008466	2.1	2.1
1	0.7374901510822582	0.2036062279572437	-0.20296333754788956	2.1	2.1
1	0.7396821784049438	0.2052737731019295	-0.17285372130569443	2.1	2.1
1	0.7333856896918222	0.16978656218748683	-0.34241888272855553	2.1	2.1
1	0.7355777170145077	0.17145410733217264	-0.31230926648636037	2.1	2.1
1	0.7377697443371933	0.1731216524768584	-0.28219965024416527	2.1	2.1
1	0.739961771659879	0.1747891976215442	-0.2520900340019701	2.1	2.1
1	0.7421537989825645	0.17645674276623002	-0.22198041775977495	2.1	2.1
1	0.7443458263052501	0.17812428791091578	-0.19187080151757985	2.1	2.1
1	0.740241364914814	0.14430462214115897	-0.33132634669824584	2.1	2.1
