frame	x [nm]	y [nm]	z [nm]	uncertainty_xy	uncertainty_z	segment
1	296.787922894564	32.26588446145261	-456.6606097618374	2.1	2.1	basal
1	289.8273166123916	41.55847626639476	-451.6312094103554	2.1	2.1	basal
1	286.99558359502436	51.69450691041019	-434.91213756153275	2.1	2.1	basal
1	283.50524710835674	31.010023038162817	-413.65152124935645	2.1	2.1	basal
1	296.17407770427883	43.013485600346705	-427.52124040149715	2.1	2.1	basal
1	305.8569061335963	32.57219462017773	-453.7283792304109	2.1	2.1	basal
1	287.2847801079219	46.14066217949333	-429.6578630412279	2.1	2.1	basal
1	283.573484551397	45.44393982361833	-428.9222090515956	2.1	2.1	basal
1	288.1711380187493	70.8582620591945	-448.1718259174123	2.1	2.1	basal
1	302.57899960352813	50.039625599898514	-432.6746014779168	2.1	2.1	basal
1	275.0970001701034	51.03983417020585	-442.924585616282	2.1	2.1	basal
1	297.6598291688896	37.48121765472107	-437.8807676645163	2.1	2.1	basal
1	279.5674084793335	61.20998457546749	-430.6492140766443	2.1	2.1	basal
1	306.3860926552213	35.71917559894129	-409.3421298447328	2.1	2.1	basal
1	287.3420756761963	46.239495769013175	-429.37983609396946	2.1	2.1	basal
1	300.1803370341355	41.34496823823099	-442.9142084412272	2.1	2.1	basal
1	302.1895489368993	35.102202794896485	-422.33124550620363	2.1	2.1	basal
1	292.3267759996727	43.76222415789701	-428.5398629925429	2.1	2.1	basal
1	273.50281038110563	64.89129089344792	-432.5228024216492	2.1	2.1	basal
1	296.51130607365326	54.63346856997398	-415.884868990507	2.1	2.1	basal
1	286.5366447739697	35.49479776239011	-455.19425624432404	2.1	2.1	basal
1	313.8330194549093	55.826887765477665	-425.05574943041177	2.1	2.1	basal
1	302.5119178345618	44.749201870720086	-424.9758712195986	2.1	2.1	basal
1	288.8186613078378	53.00847798478357	-414.2374630367699	2.1	2.1	basal
1	307.1792120747422	51.78429052467684	-419.11804706715685	2.1	2.1	basal
1	313.05982266267745	63.8108113273072	-424.38331024333365	2.1	2.1	basal
1	278.45597356503777	73.01456063742206	-409.5475473626103	2.1	2.1	basal
1	307.34938175132856	57.146129364663935	-426.6267615678646	2.1	2.1	basal
1	311.88580258290415	32.72366714413285	-425.84511126497233	2.1	2.1	basal
1	293.82544256268096	73.84683218225528	-427.44135342489545	2.1	2.1	basal
1	284.948235466009	62.59409355656897	-420.19735245607376	2.1	2.1	basal
1	298.027634227183	54.41778824608714	-425.34842851964476	2.1	2.1	basal
1	294.59932519697503	45.011099717017515	-442.53115807963303	2.1	2.1	basal
1	318.32243316460176	47.22347844150411	-419.47549531839843	2.1	2.1	basal
1	297.773728276822	54.51200100890474	-433.5487601161704	2.1	2.1	basal
1	296.1422300770557	56.36608873215815	-439.0810269488005	2.1	2.1	basal
1	295.7510274616598	51.36660633958502	-427.6085391553036	2.1	2.1	basal
1	306.8742426224834	85.16528142600113	-431.808409779576	2.1	2.1	basal
1	287.05298968082224	53.43291292673708	-429.0986139606148	2.1	2.1	basal
1	282.9100515481542	61.8646148566485	-441.7657305748086	2.1	2.1	basal
1	296.43758801035	69.89204763097212	-428.8590666596476	2.1	2.1	basal
1	296.3341977540917	69.6671332779535	-426.76630643488966	2.1	2.1	basal
1	294.99862804913573	53.385360070602296	-445.5396713655614	2.1	2.1	basal
1	297.36590738111533	78.58469644987352	-410.5664740649559	2.1	2.1	basal
1	282.6052501067903	74.19980796898707	-431.19648293343215	2.1	2.1	basal
1	298.6173055939467	65.92354771817195	-429.0001308220033	2.1	2.1	basal
1	280.2329841880339	71.97120924925194	-442.6559438778949	2.1	2.1	basal
1	313.06448813314483	87.56782839647626	-433.39005319594753	2.1	2.1	basal
1	289.32742846536814	80.51710584228721	-432.89441385731925	2.1	2.1	basal
1	289.5348048754482	50.34933608440595	-424.8268581627784	2.1	2.1	basal
1	280.67715067902003	86.5352488673101	-436.55819313770604	2.1	2.1	basal
1	299.4690412010169	62.544327121598606	-440.66203865309427	2.1	2.1	basal
1	292.41296186483424	91.80594823070822	-446.80453359223145	2.1	2.1	basal
1	294.1191329664829	74.61472677703183	-438.90762904364954	2.1	2.1	basal
1	277.75287770852225	75.3085590057869	-443.88782819593166	2.1	2.1	basal
1	290.0616157746904	84.79185299836098	-436.4531796921147	2.1	2.1	basal
1	293.02918186856203	79.78553634066563	-429.78409535521877	2.1	2.1	basal
1	300.9738327591981	86.40551117247489	-437.7443917943815	2.1	2.1	basal
1	296.67794401082364	70.06075246232434	-442.70611081258886	2.1	2.1	basal
1	277.2315546073629	74.78951406364601	-442.2825673290111	2.1	2.1	basal
1	291.4819300470133	87.92755542604695	-442.47335770095464	2.1	2.1	basal
1	306.0582566074809	92.18881803352284	-447.37122790803284	2.1	2.1	basal
1	293.8741068008708	90.06595606422154	-445.8929223681565	2.1	2.1	basal
1	292.7455862376626	85.20043377218295	-447.6358555978145	2.1	2.1	basal
1	278.95707986583204	88.74339467913528	-428.29595246752683	2.1	2.1	basal
1	295.7030258481193	94.03693008705618	-443.0533763482535	2.1	2.1	basal
1	292.22820621364485	88.21865165075255	-431.6205191646224	2.1	2.1	basal
1	287.65077870125003	78.87606590488218	-454.26523273740906	2.1	2.1	basal
1	284.7355487604931	90.92250108560123	-440.68582170390323	2.1	2.1	basal
1	295.5264702519424	99.57806359258292	-435.4688391755096	2.1	2.1	basal
1	291.7235249643068	93.98567943825824	-437.94959513072257	2.1	2.1	basal
1	304.0775460048145	101.22775648879646	-436.3732165141455	2.1	2.1	basal
1	281.6407937213527	104.53752200673004	-470.4112196494226	2.1	2.1	basal
1	281.1840543359236	105.4319129914439	-446.7278789852909	2.1	2.1	basal
1	291.2818868922271	88.5807675093906	-436.83143111937426	2.1	2.1	basal
1	295.1447865893357	98.2471234350418	-445.72482104947267	2.1	2.1	basal
1	293.04264011775336	96.9917293756107	-444.8121041878735	2.1	2.1	basal
1	303.4925415381491	95.13630098752157	-434.13258234355936	2.1	2.1	basal
1	272.3740350852894	110.2076358547893	-442.58688253244435	2.1	2.1	basal
1	283.0165247850857	112.7953581675504	-465.7536353776203	2.1	2.1	basal
1	284.2715423402468	96.55503773875753	-457.5378909320554	2.1	2.1	basal
1	294.501163731698	117.30665079122616	-450.1240864814227	2.1	2.1	basal
1	259.9549586041606	91.81686813210051	-458.7267020546361	2.1	2.1	basal
